cap-shape;cap-surface;cap-color;bruises?;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;;;;;p;;;;s;;;;;o;p;;;g;p
;;;;;;;;p;;;;s;;;;;o;p;;s;;p
f;;;t;;;;;;e;;;s;;;;;o;;;;;p
;;n;t;;;;;;e;;;s;;;;;o;;;;;p
;;;;;;;;p;e;;;s;;;;;o;;;s;;p
;y;;;;;;;;;?;;s;;;;;o;;;;;p
;;;;;;;;;;;;s;;;;;o;;;;p;p
;s;;f;;;;;;;;;;w;;;;o;p;;;;p
;s;;f;;;;;;e;;;;w;;;;o;;;;;p
;s;;f;;;;;;;;;;;w;;;o;p;;;;p
;s;;f;;;;;;e;;;;;w;;;o;;;;;p
;;;f;;;;;;;b;;;;;;;o;p;;;;p
;;;f;;;;;;;;;;;;;;o;p;;;d;p
;;;f;;;w;;;;;;;;;;;o;p;;;;p
;;;f;;;;;;;;;;;;;;o;p;;s;;p
;;w;f;;;;;;;;;;;;;;o;p;;;;p
;;;f;;;;;;;b;;;;;;;o;;;;d;p
;s;;f;;;;;;;b;;;;;;;o;;;;;p
;;;f;;;;;;;b;;;;;;;o;;;y;;p
;;;f;;;;;;e;;;;;;;;o;;;;g;p
;;;f;;;;;;e;;;;;;;;o;;;s;;p
;s;;f;;;;;;;;;;;;;;o;;;;d;p
;;n;f;;;;;;;;;;;;;;o;;;;d;p
;;;f;;;;;g;;;;;;;;;o;;;;g;p
;;;f;;;;;;;;;;;;;;o;;;;p;p
;s;;;;;;;;e;;;;w;;;;o;;;v;;p
;s;n;;;;;;;;;;;w;;;;o;;;v;;p
;s;n;;;;;;;;;;;w;;;;o;p;;;;p
f;s;;;;;;;;e;;;;w;;;;o;;;;;p
;s;n;;;;;;;e;;;;w;;;;o;;;;;p
;s;;;;;;;;;?;;;w;;;;o;;;;;p
k;s;;;;;;;;;;;;w;;;;o;;;;;p
;;n;;;;;;;;?;;;w;;;;o;;;;;p
k;;;;;;;;;;?;;;w;;;;o;;;;;p
;s;;;;;;;;e;;;;;w;;;o;;;v;;p
;s;n;;;;;;;;;;;;w;;;o;;;v;;p
;s;n;;;;;;;;;;;;w;;;o;p;;;;p
;;;;;;;;;e;b;;;;w;;;o;;;;;p
f;s;;;;;;;;e;;;;;w;;;o;;;;;p
;s;n;;;;;;;e;;;;;w;;;o;;;;;p
;;;;;;w;;;e;;;;;w;;;o;;;;;p
;y;;;;;;;;;;;;;w;;;o;e;;;;p
;s;;;;;;;;;?;;;;w;;;o;;;;;p
;;n;;;;;;;;?;;;;w;;;o;;;;;p
;;;;;;;;;;;;;;w;;;o;;w;;;p
k;;;;;;;;;;;;;;w;;;o;;;;;p
;y;;;;;;;;e;;;;;;;;o;p;;v;;p
;;;t;;;;;;e;;;;;;;;o;;;v;;p
;s;g;;;;;;;;;;;;;;;o;;;v;;p
;;;;;;;;;;;;;;;;;o;;;v;p;p
;;;;;;;;;e;b;;;;;;;o;p;;;;p
;;;;;;;;;e;;;;;;;;o;p;;;d;p
;;;;;;w;;;e;;;;;;;;o;p;;;;p
;s;;;;;;;p;;;;;;;;;o;p;;;g;p
;s;g;;;;;;;;;;;;;;;o;p;;;;p
;s;;;;;;;p;;;;;;;;;o;p;;s;;p
;;g;;;;;;;;;;;;;;;o;p;;s;;p
;;;;;;;;;e;b;;;;;;;o;;;;d;p
;s;;;;;;;;e;b;;;;;;;o;;;;;p
;;g;;;;;;;e;b;;;;;;;o;;;;;p
;;;;;;;;;e;b;;;;;;;o;;;y;;p
;s;g;;;;;;;;b;;;;;;;o;;;;;p
;;;;;;;;;;b;;;;;;;o;;;;p;p
f;s;;t;;;;;;e;;;;;;;;o;;;;;p
;y;g;;;;;;;e;;;;;;;;o;;;;;p
;s;;;;;;;;e;;;;;;;;o;;;;d;p
;s;;;;;;;p;e;;;;;;;;o;;;;;p
;f;;;;;;;;e;;;;;;;;o;;;;g;p
;;g;;;;;;;e;;;;;;;;o;;;;g;p
;s;n;t;;;;;;;;;;;;;;o;;;;;p
;s;g;t;;;;;;;;;;;;;;o;;;;;p
;y;n;;;;;;;;?;;;;;;;o;;;;;p
k;y;;;;;;;;;?;;;;;;;o;;;;;p
;;;;;;;;;;;;;;;;;o;;w;;d;p
;s;n;;;;;;;;;;;;;;;o;;;;d;p
k;;;;;;;;;;;;;;;;;o;;;;d;p
;;;;;;;;;;;;;;n;;;o;;;;d;p
k;s;;;;;;;;;;;;;;;;o;e;;;;p
;;;;;;;;;;?;;;;;;;o;e;;;;p
;;e;;;;;;;;;;;;;;;o;e;;;;p
;s;;;;;;;;;;;;;;;;o;;w;;;p
;s;e;;;;;;;;;;;;;;;o;;;;;p
;s;;;;;;;;;;;;;;;;o;;;;p;p
;;;;;;;;;;?;;;;;;;o;;w;;;p
;;e;;;;;;;;?;;;;;;;o;;;;;p
;;e;;;;;;;;;;;;;;;o;;w;;;p
;;;;;;;;;;;;;;;;;o;;w;;p;p
;;;;;;;;;;;k;;;;;;o;;;;;p
;f;;;;;;;g;;;;;;;;;o;;;;g;p
;;;;;;;;;;;;k;;;;;o;;;;;p
;;g;;;;;;g;;;;;;;;;o;;;;g;p
;;g;;;;;;;;;;;;;;;o;;;;p;p
;;;;;;;;;;;;;;n;;;o;;;y;;p
k;;e;;;;;;;;;;;;;;;o;;;;;p
k;;;;;;;;;;;;;;;;;o;;;;p;p
;;;;;;;;;;;;;;n;;;o;;;;p;p
;;;;;;;;;;;;;n;;;;o;;;;;p
;;b;;;;;;;;;;;;;;;o;;;;;p
;;p;;;;;;;;;;;;;;;o;;;;;p
;f;;f;;;c;b;;;;;;;;;;;;;;;p
;;g;f;;;c;b;;;;;;;;;;;;;;;p
;;;f;;;c;b;p;;;;;;;;;;;;;;p
;;;f;;;c;b;g;;;;;;;;;;;;;;p
;f;;;;;c;b;;e;;;;;;;;;;;;;p
;;g;;;;c;b;p;e;;;;;;;;;;;;;p
f;;w;;;;c;b;;;;;;;;;;;;;;;p
;f;;;;;c;b;g;;;;;;;;;;;;;;p
;;g;;;;c;b;g;;;;;;;;;;;;;;p
;;;;;;c;b;h;;;;;;;;;;;;;;p
;;;;;;c;b;;;;;f;;;;;;;;;;p
;;;f;;;c;;;;;s;;;;;;;;w;;;p
;;;f;;;c;;;;b;s;;;;;;;;;;;p
;y;n;f;;;c;;;;;s;;;;;;;;;;;p
k;y;;f;;;c;;;;;s;;;;;;;;;;;p
;s;;;;;c;;;;;s;;;;;;;;;;d;p
;;;f;;;c;;;;;;s;;;;;;;w;;;p
;;;f;;;c;;;;?;;s;w;;;;;;;;;p
;;;f;;;c;;;;?;;s;;w;;;;;;;;p
;;;f;;;c;;;;b;;s;;;;;;;;;;p
;y;;f;;;c;;;;;;s;;;;;;;;;;p
;;w;;;;c;;;;;;s;;;;;;;;v;;p
;y;;;;;c;n;;;;;s;;;;;;;;;;p
f;;;;;;c;;;;;;s;;;;;;;;;g;p
f;;;;;;c;;;;;;s;;;;;;;;s;;p
f;;w;;;;c;;;;;;s;;;;;;;;;;p
;s;;;;;c;;;;;;s;;;;;;;;;d;p
;;;;;;c;n;;;;;s;;;;;;;;;d;p
;;;;;;c;n;w;;;;s;;;;;;;;;;p
;;w;;;;c;n;;;;;s;;;;;;;;;;p
;;n;;;;c;;;;;;s;;;;;;;;;g;p
;;n;;;;c;;;;;;s;;;;;;;;s;;p
;;;;;;c;;p;;;;s;;;;;;;;;g;p
;;;;;;c;;p;;;;s;;;;;;;;s;;p
;;w;;;;c;;p;;;;s;;;;;;;;;;p
;;;f;;;c;;;t;;;;;;;;;;;;;p
;;;f;;;c;;;;b;;;w;;;;;;;;;p
;y;n;f;;;c;;;;;;;w;;;;;;;;;p
;;;f;;;c;;;;;;;w;;;;;;w;;;p
;s;;f;;;c;;;;;;;w;;;;;;;;;p
k;;;f;;;c;;;;;;;w;;;;;;;;;p
;;;f;;;c;;;;;;;;w;;;;;w;;;p
;s;;f;;;c;;;;;;;;w;;;;;;;;p
k;;;f;;;c;;;;;;;;w;;;;;;;;p
;;;f;;;c;;;;b;;;;;;;;;;v;;p
;y;n;f;;;c;;;;;;;;;;;;;;v;;p
;;;f;;;c;;;;;;;;;;;;;w;v;;p
;f;;f;;;c;;;;b;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;e;;;;p
;;;f;;;c;;;;?;;;;;;;;;w;;;p
;;;f;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;t;;;;;;;;;e;;;;p
;;;;;;c;n;;t;;;;;;;;;;;;;p
;s;;;;;c;;;t;;;;;;;;;;;;;p
;;;;;;c;;;t;;;;;;;;;;;;g;p
;;;;;;c;;;t;;;;;;;;;;;s;;p
;;w;;;;c;;;t;;;;;;;;;;;;;p
;;;;;;c;;h;t;;;;;;;;;;;;;p
;;;;;;c;;;t;;;f;;;;;;;;;;p
k;;;;;;c;;;;;;;w;;;;;;;v;;p
;s;;;;;c;;;;;;;w;;;;;;;;d;p
;;;;;;c;;;;;;;w;;;;;;;;l;p
;s;;;;;c;;;;;;;;w;;;;;;;d;p
;;w;;;;c;;;;;;;;;;;;p;;v;;p
;;w;t;;;c;;;;;;;;;;;;;;v;;p
k;y;;;;;c;;;;;;;;;;;;;;v;;p
;s;;;;;c;;;;;;;;;;;;;;v;d;p
;;;;;;c;;;;;;;;;;;;e;;v;;p
;s;w;;;;c;;;;;;;;;;;;;;v;;p
k;;;;;;c;;;;;;;;;;;;;w;v;;p
;;y;;;;c;;;;;;;;;;;;;;v;;p
;;;;;;c;;;;;;;;n;;;;;;v;;p
f;;w;;;;c;;;;;;;;;;;;p;;;;p
;;;;;;c;n;;;;;;;;;;;p;;;d;p
;;;;;;c;n;w;;;;;;;;;;p;;;;p
;;w;;;;c;n;;;;;;;;;;;p;;;;p
;;w;;;;c;;p;;;;;;;;;;p;;;;p
;f;;;;;c;;;e;b;;;;;;;;;;;;p
;;;;;;c;n;;;b;;;;;;;;;;;;p
;;y;;;;c;;;;b;;;;;;;;;;;;p
;;w;;;;c;;;;b;;;;;;;;;;;;p
;;;;;;c;;;;b;;f;;;;;;;;;;p
f;;w;t;;;c;;;;;;;;;;;;;;;;p
;;;t;;;c;n;;;;;;;;;;;;;;;p
;;w;t;;;c;;p;;;;;;;;;;;;;;p
;y;n;;;;c;n;;;;;;;;;;;;;;;p
;y;;;;;c;;;;;;;;;;;;;;;l;p
f;s;;;;;c;;;;;;;;;;;;;;;g;p
f;s;;;;;c;;;;;;;;;;;;;;s;;p
f;s;w;;;;c;;;;;;;;;;;;;;;;p
f;;w;;;;c;;;;;;;;;;;;;;;g;p
f;;w;;;;c;;;;;;;;;;;;;;s;;p
;f;;;;;c;n;;;;;;;;;;;;;;d;p
;;y;;;;c;;;;;;;;;;;;;;;d;p
;;;;;;c;n;;;;;;;;;;;e;;;;p
;;;;;;c;;;;;;;;;;;;e;;;l;p
;s;;;;;c;n;;;;;;;;;;;;;;;p
;s;;;;;c;;p;;;;;;;;;;;;;;p
;s;;;;;c;;;;e;;;;;;;;;;;;p
;s;;;;;c;;h;;;;;;;;;;;;;;p
;s;;;;;c;;;;;;f;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;;w;;;p
;;w;;;;c;n;;;;;;;;;;;;n;;;p
;;;;;;c;n;;;;;;;;;;;;;;l;p
k;;;;;;c;n;;;;;;;;;;;;;;;p
;;;;;;c;;;;;;;;;;;;;w;;l;p
;;;;;;c;;;;;k;;;;;;;;;;;p
;f;;;;;c;;;;;;;;;;;;;;;g;p
;f;y;;;;c;;;;;;;;;;;;;;;;p
;f;;;;;c;;h;;;;;;;;;;;;;;p
;f;;;;;c;;;;;;;;n;;;;;;;;p
;;;;;;c;;;;;;k;;;;;;;;;;p
;;g;;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;;e;;;;;;;;;;;g;p
;;;;;;c;;h;;;;;;;;;;;;;g;p
;;;;;;c;;;;;;f;;;;;;;;;g;p
;;g;;;;c;;;;;;;;;;;;;;s;;p
;;g;;;;c;;h;;;;;;;;;;;;;;p
;;;;;;c;;;;e;;;;;;;;;;s;;p
;;;;;;c;;;;;;f;;;;;;;;s;;p
;;w;;;;c;;;;e;;;;;;;;;;;;p
;;;;;;c;;;;;f;;;;;;;;;;;p
;;;f;;;;b;;;b;;;;;;;;;;v;;p
;y;;f;;;;b;;;;;;;;;;;;;v;;p
;;;f;;;;b;;;;;;;;;;;;;v;d;p
;f;;f;;;;b;;;;;;;;;;;;;v;;p
;;g;f;;;;b;;;;;;;;;;;;;v;;p
;;;f;;;;b;p;;;;;;;;;;;;v;;p
;f;;f;;;;b;;;b;;;;;;;;;;;;p
f;;g;f;;;;b;;e;;;;;;;;;;;;;p
f;;;f;;;;b;p;e;;;;;;;;;;;;;p
;y;;f;;;;b;p;;;;;;;;;;;;;;p
;;;f;;;;b;p;;;;;;;;;;;;;d;p
;f;;f;;;;b;;;;;;;;;;;;;y;;p
;;g;f;;;;b;;;;;;;;;;;;;y;;p
;;;f;;;;b;p;;;;;;;;;;;;y;;p
;s;;;;;;b;;t;;;;;;;;;;;v;;p
;s;;;;;;b;;t;;;;;;;;;p;;;;p
;s;;;;;;b;;t;b;;;;;;;;;;;;p
;s;;t;;;;b;;t;;;;;;;;;;;;;p
;;w;;;;;b;;t;;;;;;;;;p;;;;p
;;w;t;;;;b;;t;;;;;;;;;;;;;p
;s;;;;;;b;w;t;;;;;;;;;;;;;p
;;;;;;;b;;e;;;;;;;;;;;v;d;p
;f;;;;;;b;;e;;;;;;;;;;;v;;p
;;;;;;;b;p;e;;;;;;;;;;;v;;p
;;y;;;;;b;;;;;;;;;;;;;v;;p
;;w;;;;;b;;;;;;;;;;;;;v;;p
;;;;;;;b;g;;;;;;;;;;;;v;;p
;;;;;;;b;h;;;;;;;;;;;;v;;p
;;;;;;;b;;;;;f;;;;;;;;v;;p
;;;;;;;b;;;;f;;;;;;;;;v;;p
;;;;;;;b;;;;;;;n;;;;;;v;;p
f;;w;;;;;b;;;;;;;;;;;p;;;;p
;f;;;;;;b;;e;b;;;;;;;;;;;;p
;s;;;;;;b;p;;b;;;;;;;;;;;;p
;;y;;;;;b;;;b;;;;;;;;;;;;p
;;w;;;;;b;;;b;;;;;;;;;;;;p
;;;;;;;b;;;b;;f;;;;;;;;;;p
;;;;;;;b;;;b;f;;;;;;;;;;;p
f;f;;;;;;b;;e;;;;;;;;;;;;;p
f;;g;;;;;b;p;e;;;;;;;;;;;;;p
;;;;;;;b;p;e;;;;;;;;;;;;d;p
;f;;;;;;b;;e;;;;;;;;;;;y;;p
;;g;;;;;b;p;e;;;;;;;;;;;y;;p
;;;;;;;b;h;e;;;;;;;;;;;;;p
f;;w;t;;;;b;;;;;;;;;;;;;;;p
;s;;t;;;;b;p;;;;;;;;;;;;;;p
;y;;;;;;b;h;;;;;;;;;;;;;;p
f;;;;;;;b;g;;;;;;;;;;;;;;p
;;y;;;;;b;;;;;;;;;;;;;;d;p
;;;;;;;b;h;;;;;;;;;;;;;d;p
;f;y;;;;;b;;;;;;;;;;;;;;;p
;f;;;;;;b;;;;;;;n;;;;;;;;p
;;;;;;;b;;;;;;;;;;;;h;;;p
;;;;;;;b;g;;;;;;;;;;;;y;;p
;;;;;;;b;h;;;;;;;;;;;;y;;p
;;;;;;;b;;;;;;;;;;;;;;u;p
;;;f;;;;;;;b;s;;;;;;;p;;;;p
;;;f;;;;;;;;s;;;;;;;p;;;d;p
;;;f;;;;;;;b;s;;;;;;;;;;d;p
;s;;f;;;;;;;b;s;;;;;;;;;;;p
f;s;;f;;;;;;;;s;;;;;;;;w;;;p
;s;;f;;;;;;;;s;;;;;;;;;;d;p
;;n;f;;;;;;;;s;;;;;;;;;;d;p
;s;n;f;;;;;;;;s;;;;;;;;w;;;p
;;;f;;;;;;;;s;;;;;;;;;;p;p
;;;;;;;;;e;;s;;;;;;;p;;;d;p
;;;;;;;;;e;b;s;;;;;;;;;;d;p
;s;;;;;;;;e;;s;;;;;;;;;;d;p
;;;;;;;;;;;s;;;;;;;;w;;d;p
;s;n;;;;;;;;;s;;;;;;;;;;d;p
k;;;;;;;;;;;s;;;;;;;;;;d;p
k;;;;;;;;;;;s;;;;;;;;;;p;p
f;;;f;;;;;;;?;;s;w;;;;;;;;;p
;y;;f;;;;;;;;;s;;w;;;;;;;;p
f;;;f;;;;;;;?;;s;;w;;;;;;;;p
;;;f;;;;;;;b;;s;;;;;;p;;;;p
;s;;f;;;;;;;b;;s;;;;;;;;;;p
;y;;f;;;;;;;?;;s;;;;;;;;;;p
f;s;;f;;;;;;;;;s;;;;;;;w;;;p
;;;f;;;;;;;;;s;;;;;;;;;d;p
;s;n;f;;;;;;;;;s;;;;;;;w;;;p
;;w;f;;;;n;;;;;s;;;;;;;;;;p
;;;f;;;;;;;;;s;;;;;;;;;p;p
;;;;;;;;;;?;;s;w;;;;;;;v;;p
;;;;;;;;;;?;;s;;w;;;;;;v;;p
;;;;;;;n;w;e;;;s;;w;;;;;;;;p
;y;;;;;;n;;;;;s;;w;;;;;;;;p
;;w;;;;;;;e;;;s;;;;;;;;v;;p
;y;;;;;;;;;?;;s;;;;;;;;v;;p
f;;;;;;;;;;;;s;;;;;;p;;;g;p
f;;;;;;;;;;;;s;;;;;;p;;s;;p
;;n;;;;;;;;;;s;;;;;;p;;;g;p
;;n;;;;;;;;;;s;;;;;;p;;s;;p
f;;;t;;;;;;e;;;s;;;;;;;n;;;p
f;;;t;;;;;;e;;;s;;;;;;;k;;;p
;;n;t;;;;;;e;;;s;;;;;;;n;;;p
;;n;t;;;;;;e;;;s;;;;;;;k;;;p
;;;t;;;;;p;e;;;s;;;;;;;;;;p
f;;;;;;;;;e;;;s;;;;;;;;;g;p
f;;;;;;;;;e;;;s;;;;;;;;s;;p
f;;w;;;;;;;e;;;s;;;;;;;;;;p
;;;;;;;;;e;;;s;;;;;;;;;d;p
;;w;;;;;n;;e;;;s;;;;;;;;;;p
;;n;;;;;;;e;;;s;;;;;;;;;g;p
;;n;;;;;;;e;;;s;;;;;;;;s;;p
f;;;t;;;;;;;;;s;;;;;;;;;g;p
f;;;t;;;;;;;;;s;;;;;;;;s;;p
;;n;t;;;;;;;;;s;;;;;;;;;g;p
;;n;t;;;;;;;;;s;;;;;;;;s;;p
;;;t;;;;;p;;;;s;;;;;;;;;g;p
;;;t;;;;;p;;;;s;;;;;;;;s;;p
;y;;;;;;n;;;;;s;;;;;;;;;d;p
;y;w;;;;;n;;;;;s;;;;;;;;;;p
;;;;;;;;;;?;;s;;;;;;;;;d;p
;s;n;;;;;;;;;;s;;;;;;;;;d;p
;;;;;;;;;;;;s;;;;;;;w;;d;p
k;;;;;;;;;;;;s;;;;;;;;;d;p
;;;;;;;n;;;?;;s;;;;;;;;;;p
;;;;;;;;;;;;s;;;;;;;h;;;p
k;;;;;;;;;;;;s;;;;;;;;;p;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;s;;f;;;;;;;;;;w;;;;;;;v;;p
;;;f;;;;;;;b;;;w;;;;;p;;;;p
;;;f;;;;;;;;;;w;;;;;p;;;d;p
;;;f;;;;;;;b;;;w;;;;;;;;d;p
;s;;f;;;;;;;b;;;w;;;;;;;;;p
f;s;;f;;;;;;;?;;;w;;;;;;;;;p
f;s;;f;;;;;;;;;;w;;;;;;w;;;p
;s;;f;;;;;;;;;;w;;;;;;;;d;p
;;n;f;;;;;;;;;;w;;;;;;;;d;p
k;s;n;f;;;;;;;;;;w;;;;;;;;;p
;;n;f;;;;;;;?;;;w;;;;;;;;;p
;;;f;;;;;;;;;;w;;;;;;;;p;p
;;;f;;;;;;;;;;;w;;;;;w;v;;p
;s;;f;;;;;;;;;;;w;;;;;;v;;p
;;;f;;;;;;;;;;;w;;;;p;;;d;p
;;;f;;;;;;;b;;;;w;;;;;;;;p
;y;;f;;;;;;;;;;;w;;;;e;;;;p
;y;;f;;;;;;;;;;;w;;;;;w;;;p
;y;n;f;;;;;;;;;;;w;;;;;;;;p
k;y;;f;;;;;;;;;;;w;;;;;;;;p
f;s;;f;;;;;;;?;;;;w;;;;;;;;p
f;;;f;;;;;;;;;;;w;;;;;w;;;p
;s;;f;;;;;;;;;;;w;;;;;;;d;p
;;n;f;;;;;;;;;;;w;;;;;;;d;p
;;;f;;;;;;;;;;;w;;;;e;w;;;p
k;;;f;;;;;;;;;;;w;;;;e;;;;p
;;;f;;;w;n;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;?;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;w;;;;;w;;;p
k;;n;f;;;;;;;;;;;w;;;;;;;;p
;;;f;;;;;;;;;;;w;;;;;;;p;p
;;;f;;;;;;;b;;;;;;;;p;;v;;p
;;;f;;;;;;;;;;;;;;;p;;v;d;p
;;;f;;;;;;;b;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;;v;d;p
;;n;f;;;;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;;;f;;;;n;;;b;;;;;;;;p;;;;p
;f;;f;;;;;;;b;;;;;;;;p;;;;p
;;;f;;;w;;;;b;;;;;;;;p;;;;p
;;;f;;;;n;;;;;;;;;;;p;;;d;p
;;w;f;;;;;;;;;;;;;;;p;;;d;p
;;;f;;;w;n;;;;;;;;;;;p;;;;p
;;w;f;;;;n;;;;;;;;;;;p;;;;p
;;;f;;;;n;;;b;;;;;;;;;;;d;p
;f;;f;;;;;;;b;;;;;;;;;;y;;p
;;;f;;;;;;;b;;;;;;;;;n;;;p
;;;f;;;;;;;b;;;;;;;;;k;;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
